Territory,Gender,Age Class,Duration of Unemployment,Quarter,Year,Unemployment Rate
Lazio,total,20-64 ,total,1,2020,9.355213
Lazio,total,20-64 ,total,3,2020,11.546101
Lazio,total,20-64 ,total,4,2020,9.804685
Lazio,total,20-64 ,total,1,2021,11.212351
Lazio,total,20-64 ,total,2,2021,9.337469
Lazio,total,20-64 ,total,3,2021,8.911927
Lazio,total,20-64 ,total,4,2021,10.190787
Lazio,total,20-64 ,total,1,2022,7.47934
Lazio,total,20-64 ,total,2,2022,7.953393
Lazio,total,20-64 ,total,3,2022,7.504569
Lazio,total,20-64 ,total,4,2022,7.900614
Nord-est,females,15-64 ,12 months and over,2,2018,3.384396
Nord-est,females,15-64 ,12 months and over,1,2018,3.518865
Nord-est,females,15-64 ,12 months and over,4,2018,3.329463
Nord-est,females,15-64 ,12 months and over,3,2018,2.968115
Nord-est,females,15-64 ,12 months and over,1,2019,2.730876
Nord-est,females,15-64 ,12 months and over,2,2019,3.349064
Nord-est,females,15-64 ,12 months and over,4,2019,2.85561
Nord-est,females,15-64 ,12 months and over,3,2019,2.635957
Nord-est,females,15-64 ,12 months and over,2,2020,1.710124
Nord-est,females,15-64 ,12 months and over,1,2020,2.594546
Nord-est,females,15-64 ,12 months and over,3,2020,2.953228
Nord-est,females,15-64 ,12 months and over,4,2020,2.946657
Nord-est,females,15-64 ,12 months and over,1,2021,2.695453
Nord-est,females,15-64 ,12 months and over,2,2021,2.99937
Nord-est,females,15-64 ,12 months and over,3,2021,2.749022
Nord-est,females,15-64 ,12 months and over,4,2021,3.049576
Nord-est,females,15-64 ,12 months and over,1,2022,3.197773
Nord-est,females,15-64 ,12 months and over,2,2022,2.499318
Nord-est,females,15-64 ,12 months and over,3,2022,2.390759
Nord-est,females,15-64 ,12 months and over,4,2022,2.369983
Nord,males,20-64 ,12 months and over,2,2018,2.727447
Nord,males,20-64 ,12 months and over,1,2018,2.87219
Nord,males,20-64 ,12 months and over,4,2018,2.512978
Nord,males,20-64 ,12 months and over,3,2018,2.370038
Nord,males,20-64 ,12 months and over,1,2019,2.5662
Nord,males,20-64 ,12 months and over,2,2019,2.067993
Nord,males,20-64 ,12 months and over,4,2019,2.078732
Nord,males,20-64 ,12 months and over,3,2019,2.125445
Nord,males,20-64 ,12 months and over,2,2020,1.442065
Nord,males,20-64 ,12 months and over,1,2020,1.895818
Nord,males,20-64 ,12 months and over,3,2020,2.227892
Nord,males,20-64 ,12 months and over,4,2020,2.153203
Nord,males,20-64 ,12 months and over,1,2021,2.339537
Nord,males,20-64 ,12 months and over,2,2021,2.305668
Nord,males,20-64 ,12 months and over,3,2021,2.089094
Nord,males,20-64 ,12 months and over,4,2021,2.301719
Nord,males,20-64 ,12 months and over,1,2022,2.441208
Nord,males,20-64 ,12 months and over,2,2022,2.091571
Nord,males,20-64 ,12 months and over,3,2022,1.699564
Nord,males,20-64 ,12 months and over,4,2022,1.545646
Campania,females,20-64 ,total,2,2018,22.059861
Campania,females,20-64 ,total,1,2018,24.364631
Campania,females,20-64 ,total,4,2018,21.733883
Campania,females,20-64 ,total,3,2018,23.33343
Campania,females,20-64 ,total,1,2019,22.291761
Campania,females,20-64 ,total,2,2019,21.473326
Campania,females,20-64 ,total,4,2019,24.380832
Campania,females,20-64 ,total,3,2019,21.725461
Campania,females,20-64 ,total,2,2020,17.297618
Campania,females,20-64 ,total,1,2020,21.97969
Campania,females,20-64 ,total,3,2020,23.000609
Campania,females,20-64 ,total,4,2020,19.960245
Campania,females,20-64 ,total,1,2021,20.345218
Campania,females,20-64 ,total,2,2021,23.209431
Campania,females,20-64 ,total,3,2021,22.704989
Campania,females,20-64 ,total,4,2021,21.05297
Campania,females,20-64 ,total,1,2022,19.753598
Campania,females,20-64 ,total,2,2022,18.862679
Campania,females,20-64 ,total,3,2022,19.778341
Campania,females,20-64 ,total,4,2022,19.724541
Puglia,females,20-64 ,total,2,2018,18.569995
Puglia,females,20-64 ,total,1,2018,23.070351
Puglia,females,20-64 ,total,4,2018,17.663239
Puglia,females,20-64 ,total,3,2018,15.104036
Puglia,females,20-64 ,total,1,2019,18.319017
Puglia,females,20-64 ,total,2,2019,15.896412
Puglia,females,20-64 ,total,4,2019,17.266713
Puglia,females,20-64 ,total,3,2019,16.899833
Puglia,females,20-64 ,total,2,2020,14.586207
Puglia,females,20-64 ,total,1,2020,15.27861
Puglia,females,20-64 ,total,3,2020,19.654713
Puglia,females,20-64 ,total,4,2020,17.281835
Puglia,females,20-64 ,total,1,2021,18.026794
Puglia,females,20-64 ,total,2,2021,15.1011
Puglia,females,20-64 ,total,3,2021,19.000354
Puglia,females,20-64 ,total,4,2021,16.773602
Puglia,females,20-64 ,total,1,2022,15.940316
Puglia,females,20-64 ,total,2,2022,13.021574
Puglia,females,20-64 ,total,3,2022,15.372975
Puglia,females,20-64 ,total,4,2022,16.744276
Nord,males,15-64 ,12 months and over,2,2018,2.798076
Nord,males,15-64 ,12 months and over,1,2018,2.908175
Nord,males,15-64 ,12 months and over,4,2018,2.539159
Nord,males,15-64 ,12 months and over,3,2018,2.447416
Nord,males,15-64 ,12 months and over,1,2019,2.631573
Nord,males,15-64 ,12 months and over,2,2019,2.127157
Nord,males,15-64 ,12 months and over,4,2019,2.131302
Nord,males,15-64 ,12 months and over,3,2019,2.16811
Nord,males,15-64 ,12 months and over,2,2020,1.463191
Nord,males,15-64 ,12 months and over,1,2020,1.960047
Nord,males,15-64 ,12 months and over,3,2020,2.297775
Nord,males,15-64 ,12 months and over,4,2020,2.201509
Nord,males,15-64 ,12 months and over,1,2021,2.42989
Nord,males,15-64 ,12 months and over,2,2021,2.364132
Nord,males,15-64 ,12 months and over,3,2021,2.122257
Nord,males,15-64 ,12 months and over,4,2021,2.333221
Nord,males,15-64 ,12 months and over,1,2022,2.452728
Nord,males,15-64 ,12 months and over,2,2022,2.175089
Nord,males,15-64 ,12 months and over,3,2022,1.696682
Nord,males,15-64 ,12 months and over,4,2022,1.555737
Provincia Autonoma Trento,males,20-64 ,total,2,2018,4.306177
Provincia Autonoma Trento,males,20-64 ,total,1,2018,6.381014
Provincia Autonoma Trento,males,20-64 ,total,4,2018,3.570053
Provincia Autonoma Trento,males,20-64 ,total,3,2018,2.239533
Provincia Autonoma Trento,males,20-64 ,total,1,2019,4.756535
Provincia Autonoma Trento,males,20-64 ,total,2,2019,4.760518
Provincia Autonoma Trento,males,20-64 ,total,4,2019,3.42658
Provincia Autonoma Trento,males,20-64 ,total,3,2019,3.175187
Provincia Autonoma Trento,males,20-64 ,total,2,2020,4.819822
Provincia Autonoma Trento,males,20-64 ,total,1,2020,6.308971
Provincia Autonoma Trento,males,20-64 ,total,3,2020,3.468434
Provincia Autonoma Trento,males,20-64 ,total,4,2020,5.398681
Provincia Autonoma Trento,males,20-64 ,total,1,2021,7.470683
Provincia Autonoma Trento,males,20-64 ,total,2,2021,4.317932
Provincia Autonoma Trento,males,20-64 ,total,3,2021,3.239226
Provincia Autonoma Trento,males,20-64 ,total,4,2021,2.268568
Provincia Autonoma Trento,males,20-64 ,total,1,2022,3.298576
Provincia Autonoma Trento,males,20-64 ,total,2,2022,2.523266
Provincia Autonoma Trento,males,20-64 ,total,3,2022,0.795578
Provincia Autonoma Trento,males,20-64 ,total,4,2022,2.30885
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,2,2018,3.309986
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,1,2018,2.953858
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,4,2018,2.049372
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,3,2018,2.970062
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,1,2019,2.689844
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,2,2019,3.799038
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,4,2019,2.870648
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,3,2019,2.842417
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,2,2020,5.574623
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,1,2020,3.128002
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,3,2020,3.936075
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,4,2020,5.097223
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,1,2021,6.552345
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,2,2021,4.71657
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,3,2021,3.255599
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,4,2021,3.950828
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,1,2022,3.97895
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,2,2022,2.625988
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,3,2022,2.303083
Provincia Autonoma Bolzano / Bozen,females,20-64 ,total,4,2022,3.172621
Nord-ovest,females,20-64 ,12 months and over,2,2018,4.776077
Nord-ovest,females,20-64 ,12 months and over,1,2018,4.686448
Nord-ovest,females,20-64 ,12 months and over,4,2018,4.224553
Nord-ovest,females,20-64 ,12 months and over,3,2018,3.488164
Nord-ovest,females,20-64 ,12 months and over,1,2019,4.316878
Nord-ovest,females,20-64 ,12 months and over,2,2019,3.603835
Nord-ovest,females,20-64 ,12 months and over,4,2019,4.567189
Nord-ovest,females,20-64 ,12 months and over,3,2019,3.702197
Nord-ovest,females,20-64 ,12 months and over,2,2020,2.791793
Nord-ovest,females,20-64 ,12 months and over,1,2020,3.489005
Nord-ovest,females,20-64 ,12 months and over,3,2020,3.501173
Nord-ovest,females,20-64 ,12 months and over,4,2020,3.55349
Nord-ovest,females,20-64 ,12 months and over,1,2021,4.259917
Nord-ovest,females,20-64 ,12 months and over,2,2021,3.826543
Nord-ovest,females,20-64 ,12 months and over,3,2021,3.231711
Nord-ovest,females,20-64 ,12 months and over,4,2021,3.761277
Nord-ovest,females,20-64 ,12 months and over,1,2022,3.760022
Nord-ovest,females,20-64 ,12 months and over,2,2022,3.526409
Nord-ovest,females,20-64 ,12 months and over,3,2022,2.907226
Nord-ovest,females,20-64 ,12 months and over,4,2022,2.767303
Nord-ovest,total,20-64 ,total,1,2011,6.299374
Nord-ovest,total,20-64 ,total,2,2011,5.55473
Nord-ovest,total,20-64 ,total,4,2011,7.062684
Nord-ovest,total,20-64 ,total,3,2011,5.676642
Nord-ovest,total,20-64 ,total,2,2012,7.799074
Nord-ovest,total,20-64 ,total,1,2012,8.072309
Nord-ovest,total,20-64 ,total,4,2012,8.353439
Nord-ovest,total,20-64 ,total,3,2012,7.151388
Nord-ovest,total,20-64 ,total,1,2013,9.462399
Nord-ovest,total,20-64 ,total,2,2013,8.549791
Nord-ovest,total,20-64 ,total,4,2013,9.125737
Nord-ovest,total,20-64 ,total,3,2013,7.965851
Nord-ovest,total,20-64 ,total,2,2014,8.955036
Nord-ovest,total,20-64 ,total,1,2014,9.844978
Nord-ovest,total,20-64 ,total,4,2014,9.555631
Nord-ovest,total,20-64 ,total,3,2014,8.249088
Nord-ovest,total,20-64 ,total,1,2015,9.513917
Nord-ovest,total,20-64 ,total,2,2015,8.524754
Nord-ovest,total,20-64 ,total,4,2015,8.680027
Nord-ovest,total,20-64 ,total,3,2015,7.403461
Nord-ovest,total,20-64 ,total,2,2016,7.754174
Nord-ovest,total,20-64 ,total,1,2016,8.457927
Nord-ovest,total,20-64 ,total,4,2016,8.625731
Nord-ovest,total,20-64 ,total,3,2016,7.16698
Nord-ovest,total,20-64 ,total,1,2017,8.119053
Nord-ovest,total,20-64 ,total,2,2017,7.04502
Nord-ovest,total,20-64 ,total,4,2017,7.078518
Nord-ovest,total,20-64 ,total,3,2017,6.969387
Nord-ovest,total,20-64 ,total,2,2018,7.112925
Nord-ovest,total,20-64 ,total,1,2018,7.278082
Nord-ovest,total,20-64 ,total,4,2018,6.772409
Nord-ovest,total,20-64 ,total,3,2018,5.973075
Nord-ovest,total,20-64 ,total,1,2019,7.145073
Nord-ovest,total,20-64 ,total,2,2019,5.990386
Nord-ovest,total,20-64 ,total,4,2019,6.35487
Nord-ovest,total,20-64 ,total,3,2019,5.965241
Nord-ovest,total,20-64 ,total,2,2020,5.177841
Nord-ovest,total,20-64 ,total,1,2020,5.885778
Nord-ovest,total,20-64 ,total,3,2020,6.665454
Nord-ovest,total,20-64 ,total,4,2020,6.336547
Nord-ovest,total,20-64 ,total,1,2021,7.412516
Nord-ovest,total,20-64 ,total,2,2021,6.595771
Nord-ovest,total,20-64 ,total,3,2021,5.70603
Nord-ovest,total,20-64 ,total,4,2021,5.904441
Nord-ovest,total,20-64 ,total,1,2022,6.176976
Nord-ovest,total,20-64 ,total,2,2022,5.474833
Nord-ovest,total,20-64 ,total,3,2022,4.896377
Nord-ovest,total,20-64 ,total,4,2022,4.836288
Liguria,females,20-64 ,total,2,2018,12.365364
Liguria,females,20-64 ,total,1,2018,12.751385
Liguria,females,20-64 ,total,4,2018,12.272653
Liguria,females,20-64 ,total,3,2018,10.688687
Liguria,females,20-64 ,total,1,2019,14.792151
Liguria,females,20-64 ,total,2,2019,12.175342
Liguria,females,20-64 ,total,4,2019,10.785582
Liguria,females,20-64 ,total,3,2019,10.85068
Liguria,females,20-64 ,total,2,2020,8.649824
Liguria,females,20-64 ,total,1,2020,12.381474
Liguria,females,20-64 ,total,3,2020,8.08258
Liguria,females,20-64 ,total,4,2020,10.015534
Liguria,females,20-64 ,total,1,2021,14.526759
Liguria,females,20-64 ,total,2,2021,11.521669
Liguria,females,20-64 ,total,3,2021,7.460555
Liguria,females,20-64 ,total,4,2021,7.815167
Liguria,females,20-64 ,total,1,2022,12.20326
Liguria,females,20-64 ,total,2,2022,9.497379
Liguria,females,20-64 ,total,3,2022,5.991039
Liguria,females,20-64 ,total,4,2022,6.662832
Italy,total,15-64 ,12 months and over,2,2018,6.500729
Italy,total,15-64 ,12 months and over,1,2018,6.806988
Italy,total,15-64 ,12 months and over,4,2018,6.039945
Italy,total,15-64 ,12 months and over,3,2018,5.632977
Italy,total,15-64 ,12 months and over,1,2019,6.050651
Italy,total,15-64 ,12 months and over,2,2019,5.631714
Italy,total,15-64 ,12 months and over,4,2019,5.603794
Italy,total,15-64 ,12 months and over,3,2019,5.316537
Italy,total,15-64 ,12 months and over,2,2020,3.80334
Italy,total,15-64 ,12 months and over,1,2020,5.16986
Italy,total,15-64 ,12 months and over,3,2020,5.35723
Italy,total,15-64 ,12 months and over,4,2020,5.312097
Italy,total,15-64 ,12 months and over,1,2021,5.605935
Italy,total,15-64 ,12 months and over,2,2021,5.704019
Italy,total,15-64 ,12 months and over,3,2021,5.26174
Italy,total,15-64 ,12 months and over,4,2021,5.471961
Italy,total,15-64 ,12 months and over,1,2022,5.235313
Italy,total,15-64 ,12 months and over,2,2022,4.854899
Italy,total,15-64 ,12 months and over,3,2022,4.396854
Italy,total,15-64 ,12 months and over,4,2022,4.356282
Molise,total,20-64 ,total,2,2018,13.428314
Molise,total,20-64 ,total,1,2018,12.100193
Molise,total,20-64 ,total,4,2018,11.918132
Molise,total,20-64 ,total,3,2018,13.332555
Molise,total,20-64 ,total,1,2019,11.673671
Molise,total,20-64 ,total,2,2019,14.098707
Molise,total,20-64 ,total,4,2019,9.978043
Molise,total,20-64 ,total,3,2019,12.985624
Molise,total,20-64 ,total,2,2020,5.360876
Molise,total,20-64 ,total,1,2020,10.040529
Molise,total,20-64 ,total,3,2020,12.408708
Molise,total,20-64 ,total,4,2020,12.063549
Molise,total,20-64 ,total,1,2021,11.514103
Molise,total,20-64 ,total,2,2021,9.343355
Molise,total,20-64 ,total,3,2021,12.095402
Molise,total,20-64 ,total,4,2021,10.405433
Molise,total,20-64 ,total,1,2022,10.097585
Molise,total,20-64 ,total,2,2022,10.056776
Molise,total,20-64 ,total,3,2022,11.466482
Molise,total,20-64 ,total,4,2022,10.4835
Italy,females,20-64 ,total,1,2011,9.379229
Italy,females,20-64 ,total,2,2011,8.646788
Italy,females,20-64 ,total,4,2011,10.527286
Italy,females,20-64 ,total,3,2011,8.74662
Italy,females,20-64 ,total,2,2012,11.264397
Italy,females,20-64 ,total,1,2012,11.907319
Italy,females,20-64 ,total,4,2012,12.600613
Italy,females,20-64 ,total,3,2012,10.802094
Italy,females,20-64 ,total,1,2013,13.727434
Italy,females,20-64 ,total,2,2013,12.571206
Italy,females,20-64 ,total,4,2013,13.421971
Italy,females,20-64 ,total,3,2013,11.811772
Italy,females,20-64 ,total,2,2014,13.136257
Italy,females,20-64 ,total,1,2014,14.185417
Italy,females,20-64 ,total,4,2014,14.41426
Italy,females,20-64 ,total,3,2014,12.571552
Italy,females,20-64 ,total,1,2015,13.477393
Italy,females,20-64 ,total,2,2015,12.680768
Italy,females,20-64 ,total,4,2015,12.582073
Italy,females,20-64 ,total,3,2015,11.206228
Italy,females,20-64 ,total,2,2016,12.594157
Italy,females,20-64 ,total,1,2016,12.791012
Italy,females,20-64 ,total,4,2016,13.134857
Italy,females,20-64 ,total,3,2016,11.796024
Italy,females,20-64 ,total,1,2017,13.136224
Italy,females,20-64 ,total,2,2017,11.980709
Italy,females,20-64 ,total,4,2017,12.099636
Italy,females,20-64 ,total,3,2017,11.581334
Italy,females,20-64 ,total,2,2018,11.645402
Italy,females,20-64 ,total,1,2018,12.598307
Italy,females,20-64 ,total,4,2018,11.683798
Italy,females,20-64 ,total,3,2018,10.278303
Italy,females,20-64 ,total,1,2019,11.845565
Italy,females,20-64 ,total,2,2019,10.56086
Italy,females,20-64 ,total,4,2019,11.218481
Italy,females,20-64 ,total,3,2019,10.046702
Italy,females,20-64 ,total,2,2020,8.586859
Italy,females,20-64 ,total,1,2020,10.55591
Italy,females,20-64 ,total,3,2020,11.509567
Italy,females,20-64 ,total,4,2020,10.538625
Italy,females,20-64 ,total,1,2021,11.50868
Italy,females,20-64 ,total,2,2021,10.771343
Italy,females,20-64 ,total,3,2021,10.260385
Italy,females,20-64 ,total,4,2021,9.672258
Italy,females,20-64 ,total,1,2022,9.720001
Italy,females,20-64 ,total,2,2022,9.217643
Italy,females,20-64 ,total,3,2022,9.046686
Italy,females,20-64 ,total,4,2022,8.872579
Lombardia,females,20-64 ,total,2,2018,6.777449
Lombardia,females,20-64 ,total,1,2018,7.372283
Lombardia,females,20-64 ,total,4,2018,7.265473
Lombardia,females,20-64 ,total,3,2018,6.428227
Lombardia,females,20-64 ,total,1,2019,7.186339
Lombardia,females,20-64 ,total,2,2019,5.809826
Lombardia,females,20-64 ,total,4,2019,7.513952
Lombardia,females,20-64 ,total,3,2019,5.757398
Lombardia,females,20-64 ,total,2,2020,4.837755
Lombardia,females,20-64 ,total,1,2020,5.661814
Lombardia,females,20-64 ,total,3,2020,6.856673
Lombardia,females,20-64 ,total,4,2020,6.263011
Lombardia,females,20-64 ,total,1,2021,7.664176
Lombardia,females,20-64 ,total,2,2021,6.486736
Lombardia,females,20-64 ,total,3,2021,5.979921
Lombardia,females,20-64 ,total,4,2021,5.493833
Lombardia,females,20-64 ,total,1,2022,6.831583
Lombardia,females,20-64 ,total,2,2022,6.279211
Lombardia,females,20-64 ,total,3,2022,6.064071
Lombardia,females,20-64 ,total,4,2022,5.109508
Nord,total,20-64 ,total,1,2011,5.821967
Nord,total,20-64 ,total,2,2011,5.018176
Nord,total,20-64 ,total,4,2011,6.555486
Nord,total,20-64 ,total,3,2011,4.993164
Nord,total,20-64 ,total,2,2012,7.224037
Nord,total,20-64 ,total,1,2012,7.383588
Nord,total,20-64 ,total,4,2012,7.80992
Nord,total,20-64 ,total,3,2012,6.635277
Nord,total,20-64 ,total,1,2013,9.107556
Nord,total,20-64 ,total,2,2013,8.012793
Nord,total,20-64 ,total,4,2013,8.680121
Nord,total,20-64 ,total,3,2013,7.442055
Nord,total,20-64 ,total,2,2014,8.201631
Nord,total,20-64 ,total,1,2014,9.367969
Nord,total,20-64 ,total,4,2014,8.905396
Nord,total,20-64 ,total,3,2014,7.564779
Nord,total,20-64 ,total,1,2015,8.869023
Nord,total,20-64 ,total,2,2015,7.905284
Nord,total,20-64 ,total,4,2015,8.080431
Nord,total,20-64 ,total,3,2015,7.091935
Nord,total,20-64 ,total,2,2016,7.317691
Nord,total,20-64 ,total,1,2016,7.978787
Nord,total,20-64 ,total,4,2016,7.735301
Nord,total,20-64 ,total,3,2016,6.697183
Nord,total,20-64 ,total,1,2017,7.501637
Nord,total,20-64 ,total,2,2017,6.531441
Nord,total,20-64 ,total,4,2017,6.79414
Nord,total,20-64 ,total,3,2017,6.45561
Nord,total,20-64 ,total,2,2018,6.475222
Nord,total,20-64 ,total,1,2018,6.912035
Nord,total,20-64 ,total,4,2018,6.681571
Nord,total,20-64 ,total,3,2018,5.514716
Nord,total,20-64 ,total,1,2019,6.637222
Nord,total,20-64 ,total,2,2019,5.620281
Nord,total,20-64 ,total,4,2019,5.914935
Nord,total,20-64 ,total,3,2019,5.51224
Nord,total,20-64 ,total,2,2020,4.990012
Nord,total,20-64 ,total,1,2020,5.632988
Nord,total,20-64 ,total,3,2020,6.495005
Nord,total,20-64 ,total,4,2020,6.226544
Nord,total,20-64 ,total,1,2021,6.700891
Nord,total,20-64 ,total,2,2021,5.936902
Nord,total,20-64 ,total,3,2021,5.253086
Nord,total,20-64 ,total,4,2021,5.608202
Nord,total,20-64 ,total,1,2022,5.67564
Nord,total,20-64 ,total,2,2022,4.877346
Nord,total,20-64 ,total,3,2022,4.579621
